,Store,Date,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
2010-07-25,1,2010-07-23,1385065.2000000004,28.53333333333333,2.608,,,,,,211.2351443,7.787000000000001,False,0.0,151315.0
2010-08-01,1,2010-07-30,1371986.6,27.68888888888889,2.64,,,,,,211.36990319999995,7.787000000000001,False,0.0,151315.0
2010-08-08,1,,,,,,,,,,,,,,
2010-08-15,1,2010-08-10,1508239.93,17.73888888888889,2.633,,,,,,211.7467544,7.837999999999999,False,0.0,151315.0
2010-08-22,1,2010-08-20,1513080.49,30.36111111111111,2.664,,,,,,211.6033633,7.787000000000001,False,0.0,151315.0
2010-08-29,1,2010-08-27,1449142.9200000004,29.56666666666667,2.619,,,,,,211.5673056,7.787000000000001,False,0.0,151315.0
2010-09-05,1,2010-09-04,1545418.5300000003,18.811111111111114,2.77,,,,,,210.6228574,7.808,False,0.0,151315.0
2010-09-12,1,2010-09-07,1546074.1799999997,26.933333333333334,2.642,,,,,,211.108414,7.787000000000001,False,0.0,151315.0
2010-09-19,1,2010-09-17,1430378.67,27.83888888888889,2.582,,,,,,211.5224596,7.787000000000001,False,0.0,151315.0
2010-09-26,1,2010-09-24,1351791.03,27.18888888888889,2.624,,,,,,211.5972246,7.787000000000001,False,0.0,151315.0
2010-10-03,1,,,,,,,,,,,,,,
2010-10-10,1,2010-10-09,1507460.6900000004,25.93888888888889,2.565,,,,,,211.4951902,7.787000000000001,True,0.0,151315.0
2010-10-17,1,2010-10-12,1682614.26,7.96111111111111,2.843,,,,,,211.4659526,7.837999999999999,False,0.0,151315.0
2010-10-24,1,2010-10-22,1345454.0,21.03333333333333,2.725,,,,,,211.8612937,7.837999999999999,False,0.0,151315.0
2010-10-31,1,2010-10-29,1384209.2200000002,20.911111111111108,2.716,,,,,,211.9088438,7.837999999999999,False,0.0,151315.0
2010-11-07,1,2010-11-06,1542561.09,26.90555555555556,2.668,,,,,,211.4560951,7.808,False,0.0,151315.0
2010-11-14,1,,,,,,,,,,,,,,
2010-11-21,1,2010-11-19,1483784.1800000006,10.783333333333333,2.7710000000000004,,,,,,211.8896737,7.837999999999999,False,0.0,151315.0
2010-11-28,1,2010-11-26,1955624.11,18.066666666666666,2.735,,,,,,211.7484333,7.837999999999999,True,0.0,151315.0
2010-12-05,1,2010-12-02,1641957.4399999997,3.616666666666666,2.548,,,,,,211.24216980000003,8.106,True,0.0,151315.0
2010-12-12,1,2010-12-11,1494479.4899999998,15.33888888888889,2.728,,,,,,212.003944,7.837999999999999,False,0.0,151315.0
2010-12-19,1,2010-12-17,1891034.929999999,9.911111111111113,2.869,,,,,,211.4053124,7.837999999999999,False,0.0,151315.0
2010-12-26,1,2010-12-24,2387950.2,11.294444444444444,2.886,,,,,,211.4051222,7.837999999999999,False,0.0,151315.0
2011-01-02,1,2010-12-31,1367320.0099999998,9.127777777777778,2.943,,,,,,211.4049321,7.837999999999999,True,0.0,151315.0
2011-01-09,1,2011-01-04,1495064.75,15.094444444444447,3.524,,,,,,214.8371664,7.682,False,0.0,151315.0
2011-01-16,1,2011-01-14,1391013.9599999995,1.888888888888888,2.983,,,,,,211.4574109,7.742000000000001,False,0.0,151315.0
2011-01-23,1,2011-01-21,1327405.4200000002,6.688888888888887,3.016,,,,,,211.82723430000004,7.742000000000001,False,0.0,151315.0
2011-01-30,1,2011-01-28,1316899.31,6.572222222222222,3.01,,,,,,212.1970577,7.742000000000001,False,0.0,151315.0
2011-02-06,1,,,,,,,,,,,,,,
2011-02-13,1,2011-02-09,1550229.2200000002,31.016666666666666,3.533,,,,,,215.7971409,7.9620000000000015,False,0.0,151315.0
2011-02-20,1,2011-02-18,1686842.7799999998,14.088888888888887,3.045,,,,,,213.2478853,7.742000000000001,False,0.0,151315.0
2011-02-27,1,2011-02-25,1456800.2799999998,17.166666666666668,3.065,,,,,,213.535609,7.742000000000001,False,0.0,151315.0
2011-03-06,1,2011-03-06,1635078.4100000004,28.33333333333333,3.699,,,,,,215.27365530000003,7.682,False,0.0,151315.0
2011-03-13,1,,,,,,,,,,,,,,
2011-03-20,1,2011-03-18,1576818.0599999996,17.088888888888892,3.488,,,,,,214.3627114,7.742000000000001,False,0.0,151315.0
2011-03-27,1,2011-03-25,1541102.38,21.094444444444445,3.4730000000000003,,,,,,214.5999389,7.742000000000001,False,0.0,151315.0
2011-04-03,1,2011-04-02,1606629.5799999996,5.7055555555555575,2.989,,,,,,212.5668812,7.742000000000001,False,0.0,151315.0
2011-04-10,1,,,,,,,,,,,,,,
2011-04-17,1,2011-04-11,1697229.5799999994,12.766666666666666,3.332,,,,,,217.837382,7.866,False,0.0,151315.0
2011-04-24,1,2011-04-22,1564819.81,22.77222222222223,3.807,,,,,,215.45990530000003,7.682,False,0.0,151315.0
2011-05-01,1,2011-04-29,1455090.6899999997,22.238888888888887,3.81,,,,,,215.6279544,7.682,False,0.0,151315.0
2011-05-08,1,2011-05-08,1624383.75,33.138888888888886,3.684,,,,,,215.544618,7.9620000000000015,False,0.0,151315.0
2011-05-15,1,2011-05-13,1604775.58,24.244444444444447,3.899,,,,,,215.9640526,7.682,False,0.0,151315.0
2011-05-22,1,2011-05-20,1428218.2699999998,19.79444444444444,3.907,,,,,,215.7339202,7.682,False,0.0,151315.0
2011-05-29,1,2011-05-27,1466046.6699999997,25.4,3.786,,,,,,215.5037878,7.682,False,0.0,151315.0
2011-06-05,1,2011-06-05,1629391.2800000003,18.116666666666667,3.906,,,,,,215.7960035,7.682,False,0.0,151315.0
2011-06-12,1,,,,,,,,,,,,,,
2011-06-19,1,2011-06-17,1532114.8599999996,30.227777777777767,3.637,,,,,,214.9980596,7.682,False,0.0,151315.0
2011-06-26,1,2011-06-24,1438830.15,28.655555555555548,3.594,,,,,,215.0910982,7.682,False,0.0,151315.0
2011-07-03,1,2011-07-01,1444732.2799999998,9.038888888888893,2.9760000000000004,,,,,,211.40474190000003,7.742000000000001,False,0.0,151315.0
2011-07-10,1,2011-07-10,1630989.949999999,20.727777777777774,3.285,,,,,,217.0453684,7.866,False,0.0,151315.0
2011-07-17,1,2011-07-15,1455119.97,31.41111111111111,3.575,,,,,,215.3611087,7.9620000000000015,False,0.0,151315.0
2011-07-24,1,2011-07-22,1396926.8200000005,29.87222222222222,3.651,,,,,,215.4222784,7.9620000000000015,False,0.0,151315.0
2011-07-31,1,2011-07-29,1352219.7899999998,30.461111111111112,3.682,,,,,,215.4834482,7.9620000000000015,False,0.0,151315.0
2011-08-07,1,2011-08-04,1614259.3500000006,19.911111111111108,3.622,,,,,,215.0743939,7.682,False,0.0,151315.0
2011-08-14,1,,,,,,,,,,,,,,
2011-08-21,1,2011-08-19,1530761.43,32.18888888888889,3.554,,,,,,215.6693107,7.9620000000000015,False,0.0,151315.0
2011-08-28,1,2011-08-26,1464693.4599999997,31.08888888888889,3.523,,,,,,215.7332258,7.9620000000000015,False,0.0,151315.0
2011-09-04,1,,,,,,,,,,,,,,
2011-09-11,1,2011-09-09,1540471.2400000002,24.444444444444446,3.5460000000000003,,,,,,215.861056,7.9620000000000015,True,0.0,151315.0
2011-09-18,1,2011-09-12,1799682.38,6.627777777777778,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,False,0.0,151315.0
2011-09-25,1,2011-09-23,1380020.2699999998,24.33333333333333,3.467,,,,,,216.3758246,7.9620000000000015,False,0.0,151315.0
2011-10-02,1,2011-09-30,1394561.83,26.494444444444447,3.355,,,,,,216.7105965,7.9620000000000015,False,0.0,151315.0
2011-10-09,1,2011-10-06,1588948.3199999996,28.405555555555548,3.648,,,,,,215.04352290000003,7.682,False,0.0,151315.0
2011-10-16,1,2011-10-14,1493525.9300000004,22.077777777777772,3.274,,,,,,217.3552733,7.866,False,0.0,151315.0
2011-10-23,1,2011-10-21,1502562.7800000003,17.616666666666667,3.353,,,,,,217.5159762,7.866,False,0.0,151315.0
2011-10-30,1,2011-10-28,1445249.09,19.205555555555552,3.372,,,,,,217.6766791,7.866,False,0.0,151315.0
2011-11-06,1,2011-11-02,1649614.9300000004,2.438888888888889,3.022,,,,,,212.9367046,7.742000000000001,True,0.0,151315.0
2011-11-13,1,2011-11-11,1594938.89,15.061111111111114,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,False,0.0,151315.0
2011-11-20,1,2011-11-18,1539483.7000000004,16.805555555555557,3.3080000000000003,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,False,0.0,151315.0
2011-11-27,1,2011-11-25,2033320.66,15.633333333333333,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,True,0.0,151315.0
2011-12-04,1,,,,,,,,,,,,,,
2011-12-11,1,2011-12-08,1525147.09,32.64444444444445,3.638,,,,,,215.6057878,7.9620000000000015,False,0.0,151315.0
2011-12-18,1,2011-12-16,1881176.67,10.905555555555555,3.159,5011.32,67.0,347.37,225.79,4011.37,219.17945330000003,7.866,False,0.0,151315.0
2011-12-25,1,2011-12-23,2270188.99,8.866666666666667,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,False,0.0,151315.0
2012-01-01,1,2011-12-30,1497462.7199999997,6.9722222222222205,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,True,0.0,151315.0
2012-01-08,1,2012-01-06,1624477.5800000003,25.527777777777782,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False,0.0,151315.0
2012-01-15,1,2012-01-13,1459601.1700000004,9.183333333333334,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,False,0.0,151315.0
2012-01-22,1,2012-01-20,1394393.84,12.283333333333333,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,False,0.0,151315.0
2012-01-29,1,2012-01-27,1319325.59,12.366666666666665,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False,0.0,151315.0
2012-02-05,1,2012-02-03,1688420.7599999998,16.088888888888892,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False,0.0,151315.0
2012-02-12,1,,,,,,,,,,,,,,
2012-02-19,1,2012-02-17,1819869.9999999998,7.399999999999999,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,False,0.0,151315.0
2012-02-26,1,2012-02-24,1539387.8300000003,14.027777777777779,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False,0.0,151315.0
2012-03-04,1,2012-03-02,1636339.65,13.638888888888886,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False,0.0,151315.0
2012-03-11,1,2012-03-08,1631135.7899999996,30.06111111111111,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,False,0.0,151315.0
2012-03-18,1,2012-03-16,1677472.78,18.188888888888886,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,False,0.0,151315.0
2012-03-25,1,2012-03-23,1511068.0699999996,18.850000000000005,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False,0.0,151315.0
2012-04-01,1,2012-03-30,1649604.63,19.78333333333333,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False,0.0,151315.0
2012-04-08,1,2012-04-05,1684519.99,24.194444444444446,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False,0.0,151315.0
2012-04-15,1,2012-04-13,1621031.7,20.59444444444444,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False,0.0,151315.0
2012-04-22,1,2012-04-20,1521577.87,19.311111111111114,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,False,0.0,151315.0
2012-04-29,1,2012-04-27,1468928.3699999994,19.572222222222226,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,False,0.0,151315.0
2012-05-06,1,,,,,,,,,,,,,,
2012-05-13,1,2012-05-10,1670785.9699999997,20.305555555555557,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.573,False,0.0,151315.0
2012-05-20,1,2012-05-18,1595901.8699999996,21.29444444444444,3.63,6154.14,,45.11,1675.49,5508.18,221.742674,7.143,False,0.0,151315.0
2012-05-27,1,2012-05-25,1555444.5500000003,25.12222222222222,3.5610000000000004,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False,0.0,151315.0
2012-06-03,1,2012-06-01,1550369.9199999997,9.449999999999998,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,False,0.0,151315.0
2012-06-10,1,2012-06-04,1899676.88,21.350000000000005,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,False,0.0,151315.0
2012-06-17,1,2012-06-15,1630606.9999999998,26.305555555555554,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,False,0.0,151315.0
2012-06-24,1,2012-06-22,1527845.81,25.77222222222223,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,False,0.0,151315.0
2012-07-01,1,2012-06-29,1540421.4900000002,29.377777777777773,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False,0.0,151315.0
2012-07-08,1,,,,,,,,,,,,,,
2012-07-15,1,2012-07-09,1661767.3299999996,28.86666666666666,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,True,0.0,151315.0
2012-07-22,1,2012-07-20,1497954.7600000002,26.9,3.3110000000000004,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,False,0.0,151315.0
2012-07-29,1,2012-07-27,1439123.7100000004,28.144444444444442,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,False,0.0,151315.0
2012-08-05,1,,,,,,,,,,,,,,
2012-08-12,1,2012-08-06,1697230.9600000004,25.722222222222218,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False,0.0,151315.0
2012-08-19,1,2012-08-17,1597868.0500000003,29.36111111111111,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.03841090000003,6.908,False,0.0,151315.0
2012-08-26,1,2012-08-24,1494122.3800000004,25.366666666666664,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,False,0.0,151315.0
2012-09-02,1,2012-08-31,1582083.4,26.93888888888889,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,False,0.0,151315.0
2012-09-09,1,2012-09-03,1675431.1599999997,14.866666666666665,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,False,0.0,151315.0
2012-09-16,1,2012-09-14,1517428.87,23.87222222222222,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,False,0.0,151315.0
2012-09-23,1,2012-09-21,1506126.06,21.03888888888889,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,False,0.0,151315.0
2012-09-30,1,2012-09-28,1437059.2600000002,24.488888888888887,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,False,0.0,151315.0
2012-10-07,1,2012-10-02,1802477.4300000004,8.900000000000002,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,True,0.0,151315.0
2012-10-14,1,2012-10-08,1592409.97,29.472222222222218,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,False,0.0,151315.0
2012-10-21,1,2012-10-19,1508068.7700000003,19.983333333333334,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.573,False,0.0,151315.0
2012-10-28,1,2012-10-26,1493659.7399999998,20.644444444444442,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,False,0.0,151315.0
2012-11-04,1,,,,,,,,,,,,,,
2012-11-11,1,2012-11-05,1611096.05,23.20555555555555,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,False,0.0,151315.0
2012-11-18,1,,,,,,,,,,,,,,
2012-11-25,1,,,,,,,,,,,,,,
2012-12-02,1,,,,,,,,,,,,,,
2012-12-09,1,,,,,,,,,,,,,,
2012-12-16,1,2012-12-10,1573072.8099999996,17.21666666666667,3.6010000000000004,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,False,0.0,151315.0
2010-01-10,2,2010-01-10,1827440.4299999997,20.688888888888886,2.603,,,,,,211.3298742,8.163,False,0.0,202307.0
2010-01-17,2,,,,,,,,,,,,,,
2010-01-24,2,,,,,,,,,,,,,,
2010-01-31,2,,,,,,,,,,,,,,
2010-02-07,2,2010-02-04,2066187.7199999997,17.372222222222227,2.719,,,,,,210.4798874,8.2,False,0.0,202307.0
2010-02-14,2,,,,,,,,,,,,,,
2010-02-21,2,2010-02-19,2124451.5400000005,4.272222222222221,2.514,,,,,,210.9451605,8.324,False,0.0,202307.0
2010-02-28,2,2010-02-26,1865097.27,7.833333333333332,2.5610000000000004,,,,,,210.97595730000003,8.324,False,0.0,202307.0
2010-03-07,2,,,,,,,,,,,,,,
2010-03-14,2,2010-03-09,1904608.09,27.68333333333333,2.577,,,,,,211.1886931,8.099,False,0.0,202307.0
2010-03-21,2,2010-03-19,1946070.880000001,12.511111111111115,2.72,,,,,,210.8733316,8.324,False,0.0,202307.0
2010-03-28,2,2010-03-26,1750197.81,10.699999999999998,2.732,,,,,,210.6766095,8.324,False,0.0,202307.0
2010-04-04,2,,,,,,,,,,,,,,
2010-04-11,2,2010-04-06,2102539.93,27.672222222222228,2.705,,,,,,210.833616,8.2,False,0.0,202307.0
2010-04-18,2,2010-04-16,1874957.94,20.038888888888884,2.8080000000000003,,,,,,210.1495463,8.2,False,0.0,202307.0
2010-04-25,2,2010-04-23,1821990.93,18.39444444444445,2.795,,,,,,210.1000648,8.2,False,0.0,202307.0
2010-05-02,2,2010-04-30,1802450.29,19.433333333333334,2.78,,,,,,210.0505833,8.2,False,0.0,202307.0
2010-05-09,2,2010-05-03,1991013.13,8.427777777777777,2.625,,,,,,211.0067542,8.324,False,0.0,202307.0
2010-05-16,2,2010-05-11,1939061.41,14.361111111111109,2.689,,,,,,211.61350530000004,8.163,False,0.0,202307.0
2010-05-23,2,2010-05-21,1896937.0999999996,23.79444444444444,2.826,,,,,,210.2768443,8.2,False,0.0,202307.0
2010-05-30,2,2010-05-28,1957113.89,27.29444444444444,2.759,,,,,,210.5552301,8.2,False,0.0,202307.0
2010-06-06,2,,,,,,,,,,,,,,
2010-06-13,2,2010-06-08,1991909.9799999997,31.961111111111112,2.627,,,,,,211.1608049,8.099,False,0.0,202307.0
2010-06-20,2,2010-06-18,2001636.96,29.894444444444453,2.637,,,,,,211.1096543,8.2,False,0.0,202307.0
2010-06-27,2,2010-06-25,1939927.09,30.144444444444453,2.653,,,,,,210.9950134,8.2,False,0.0,202307.0
2010-07-04,2,,,,,,,,,,,,,,
2010-07-11,2,2010-07-05,2042581.71,21.822222222222226,2.835,,,,,,210.0011018,8.2,False,0.0,202307.0
2010-07-18,2,2010-07-16,1845879.7900000003,29.62222222222222,2.623,,,,,,210.7577954,8.099,False,0.0,202307.0
2010-07-25,2,2010-07-23,1781717.7100000004,30.922222222222214,2.608,,,,,,210.8921319,8.099,False,0.0,202307.0
2010-08-01,2,2010-07-30,1804246.1600000004,28.605555555555554,2.64,,,,,,211.0264684,8.099,False,0.0,202307.0
2010-08-08,2,,,,,,,,,,,,,,
2010-08-15,2,2010-08-10,1849921.44,17.327777777777776,2.633,,,,,,211.4044906,8.163,False,0.0,202307.0
2010-08-22,2,2010-08-20,1964335.23,31.5,2.664,,,,,,211.2596586,8.099,False,0.0,202307.0
2010-08-29,2,2010-08-27,1863840.4900000002,30.622222222222227,2.619,,,,,,211.2241759,8.099,False,0.0,202307.0
2010-09-05,2,2010-09-04,1954689.21,18.56111111111111,2.77,,,,,,210.2831653,8.2,False,0.0,202307.0
2010-09-12,2,2010-09-07,1880902.6199999996,28.105555555555558,2.642,,,,,,210.7657317,8.099,False,0.0,202307.0
2010-09-19,2,2010-09-17,1793903.6,27.805555555555557,2.582,,,,,,211.1806415,8.099,False,0.0,202307.0
2010-09-26,2,2010-09-24,1724557.2200000002,27.66111111111111,2.624,,,,,,211.2552578,8.099,False,0.0,202307.0
2010-10-03,2,,,,,,,,,,,,,,
2010-10-10,2,2010-10-09,1839128.83,26.16111111111111,2.565,,,,,,211.15321040000003,8.099,True,0.0,202307.0
2010-10-17,2,2010-10-12,2378726.55,7.5,2.843,,,,,,211.12479930000003,8.163,False,0.0,202307.0
2010-10-24,2,2010-10-22,1737947.6399999997,20.277777777777782,2.725,,,,,,211.5187208,8.163,False,0.0,202307.0
2010-10-31,2,2010-10-29,1802755.11,19.022222222222226,2.716,,,,,,211.5661131,8.163,False,0.0,202307.0
2010-11-07,2,2010-11-06,2025538.76,28.555555555555557,2.668,,,,,,211.1120018,8.2,False,0.0,202307.0
2010-11-14,2,,,,,,,,,,,,,,
2010-11-21,2,2010-11-19,1956739.1700000004,10.45,2.7710000000000004,,,,,,211.5470304,8.163,False,0.0,202307.0
2010-11-28,2,2010-11-26,2658725.29,17.21111111111111,2.735,,,,,,211.4062867,8.163,True,0.0,202307.0
2010-12-05,2,2010-12-02,2137809.499999999,3.605555555555557,2.548,,,,,,210.8979935,8.324,True,0.0,202307.0
2010-12-12,2,2010-12-11,1916812.74,15.383333333333333,2.728,,,,,,211.6608975,8.163,False,0.0,202307.0
2010-12-19,2,2010-12-17,2609166.75,8.638888888888888,2.869,,,,,,211.0645458,8.163,False,0.0,202307.0
2010-12-26,2,2010-12-24,3436007.68,9.983333333333333,2.886,,,,,,211.0646599,8.163,False,0.0,202307.0
2011-01-02,2,2010-12-31,1750434.5499999996,8.499999999999998,2.943,,,,,,211.06477400000003,8.163,True,0.0,202307.0
2011-01-09,2,2011-01-04,1800171.36,13.016666666666667,3.524,,,,,,214.48869080000003,7.931,False,0.0,202307.0
2011-01-16,2,2011-01-14,1744193.5799999996,0.5666666666666684,2.983,,,,,,211.1176713,8.027999999999999,False,0.0,202307.0
2011-01-23,2,2011-01-21,1751384.9,5.222222222222221,3.016,,,,,,211.4864691,8.027999999999999,False,0.0,202307.0
2011-01-30,2,2011-01-28,1695371.6800000004,6.016666666666667,3.01,,,,,,211.8552668,8.027999999999999,False,0.0,202307.0
2011-02-06,2,,,,,,,,,,,,,,
2011-02-13,2,2011-02-09,1809119.7,32.02222222222222,3.533,,,,,,215.4508632,7.852,False,0.0,202307.0
2011-02-20,2,2011-02-18,2080884.82,14.349999999999998,3.045,,,,,,212.90331150000003,8.027999999999999,False,0.0,202307.0
2011-02-27,2,2011-02-25,1833511.08,16.0,3.065,,,,,,213.190421,8.027999999999999,False,0.0,202307.0
2011-03-06,2,2011-03-06,1933756.2100000004,28.37222222222222,3.699,,,,,,214.92548650000003,7.931,False,0.0,202307.0
2011-03-13,2,,,,,,,,,,,,,,
2011-03-20,2,2011-03-18,1902557.66,16.844444444444445,3.488,,,,,,214.0156238,8.027999999999999,False,0.0,202307.0
2011-03-27,2,2011-03-25,1766162.0499999996,20.78888888888889,3.4730000000000003,,,,,,214.2521573,8.027999999999999,False,0.0,202307.0
2011-04-03,2,2011-04-02,1929346.23,3.4722222222222223,2.989,,,,,,212.2240646,8.027999999999999,False,0.0,202307.0
2011-04-10,2,,,,,,,,,,,,,,
2011-04-17,2,2011-04-11,1959707.9000000008,13.072222222222226,3.332,,,,,,217.4853605,7.441,False,0.0,202307.0
2011-04-24,2,2011-04-22,1886339.6,20.772222222222226,3.807,,,,,,215.1096657,7.931,False,0.0,202307.0
2011-05-01,2,2011-04-29,1745545.28,20.672222222222214,3.81,,,,,,215.27726830000003,7.931,False,0.0,202307.0
2011-05-08,2,2011-05-08,1876704.2600000002,34.07777777777778,3.684,,,,,,215.1978515,7.852,False,0.0,202307.0
2011-05-15,2,2011-05-13,1838513.07,23.672222222222228,3.899,,,,,,215.6124735,7.931,False,0.0,202307.0
2011-05-22,2,2011-05-20,1688281.86,19.522222222222226,3.907,,,,,,215.3834778,7.931,False,0.0,202307.0
2011-05-29,2,2011-05-27,1797732.5599999996,24.67777777777778,3.786,,,,,,215.1544822,7.931,False,0.0,202307.0
2011-06-05,2,2011-06-05,1837743.600000001,16.377777777777773,3.906,,,,,,215.44487090000004,7.931,False,0.0,202307.0
2011-06-12,2,,,,,,,,,,,,,,
2011-06-19,2,2011-06-17,1953771.9899999998,30.29444444444444,3.637,,,,,,214.6513538,7.931,False,0.0,202307.0
2011-06-26,2,2011-06-24,1790925.8000000003,29.538888888888888,3.594,,,,,,214.7441108,7.931,False,0.0,202307.0
2011-07-03,2,2011-07-01,1758050.7899999996,7.049999999999999,2.9760000000000004,,,,,,211.0648881,8.027999999999999,False,0.0,202307.0
