index,Consumption,Income,Production,Savings,Unemployment
1983-04-01,1.9594683080000002,0.706327192,2.179422483,-10.17004699,-0.2
1983-07-01,1.739494415,1.498109989,3.367718968,0.21217915899999998,-0.9
1983-10-01,1.563893321,2.131389109,2.581684451,8.216000679,-0.9
1984-01-01,0.845264424,2.02348788,2.8970954489999996,13.8691815,-0.5
1984-04-01,1.415044947,1.649211363,1.538213236,4.389002294,-0.6
1984-07-01,0.765466077,1.361638451,0.7212873959999999,6.516860886,0.1
1984-10-01,1.313800619,0.819273186,0.041155571,-2.875449305,0.0
1985-01-01,1.686553201,-0.238957592,0.323531587,-18.71008389,-0.1
1985-04-01,0.934369895,1.906779055,0.070209955,11.8287195,0.2
1985-07-01,1.90256675,-0.335362834,-0.14046924,-23.57393474,-0.3
1985-10-01,0.256565652,1.14181151,0.579788134,11.36628338,-0.1
1986-01-01,0.843042787,1.239511103,0.58132135,5.861268364,0.2
1986-04-01,1.111773898,1.319385489,-0.576417775,3.275517339,0.0
1986-07-01,1.7949940569999998,0.704771501,0.37249329200000003,-10.09044542,-0.2
1986-10-01,0.637684461,0.179779252,1.1373477790000002,-4.829201307,-0.4
1987-01-01,0.015693968,0.819733663,1.307582278,12.46424452,0.0
1987-04-01,1.377316859,-0.975057912,1.7500056330000002,-29.52866718,-0.4
1987-07-01,1.1522571240000001,1.80185055,1.8436619969999999,12.32810406,-0.3
1987-10-01,0.210164388,1.32743427,2.4064505819999997,16.63076101,-0.2
1988-01-01,1.763160259,1.448618751,0.9201312070000001,-0.968965055,0.0
1988-04-01,0.730537137,1.020848942,0.8731635320000001,5.677768665,-0.3
1988-07-01,0.8508323259999999,0.9582033590000001,0.38103667799999996,3.646498672,0.0
1988-10-01,1.1378983790000001,0.9620702390000001,0.7029202509999999,-0.197303583,-0.1
1989-01-01,0.46064152399999997,1.226930232,0.433726854,10.01461545,-0.3
1989-04-01,0.46937807600000003,-0.294890912,-0.366757317,-8.155765252,0.3
1989-07-01,0.9895014529999999,0.678228974,-0.6214212060000001,-2.486225541,0.0
1989-10-01,0.439427666,0.80025832,0.424433925,5.44681102,0.1
1990-01-01,0.855434173,0.839394835,0.68265169,2.875449305,-0.2
1990-04-01,0.312304512,0.595728478,0.7744654670000001,5.109516443,0.0
1990-07-01,0.40261313,0.03740765,0.41944799999999993,-3.1776724830000003,0.7
1990-10-01,-0.7591071629999999,-0.79479735,-1.573452965,-0.179533262,0.4
1991-01-01,-0.345350076,0.211832904,-1.914220279,6.493152566,0.5
1991-04-01,0.835642235,0.690433559,0.59131506,-0.309206149,0.1
1991-07-01,0.484398434,0.36205181299999994,1.362556445,-0.140864934,0.0
1991-10-01,-0.026265792000000003,0.851003244,0.21710308,11.341930099999999,0.4
1992-01-01,1.8599699930000002,2.124210667,-0.133653646,7.232651503,0.1
1992-04-01,0.6835437120000001,1.04095059,1.768747729,5.467086657,0.4
1992-07-01,1.076612141,0.435620406,0.761673884,-5.936460905,-0.2
1992-10-01,1.183723956,0.34210852,1.050245772,-5.886188559,-0.2
1993-01-01,0.378179361,0.558771864,0.879014712,2.634647035,-0.4
1993-04-01,0.893927288,0.176271033,0.21755107899999998,-6.916646752999999,0.0
1993-07-01,1.098137664,0.058688030999999995,0.401358914,-11.99337844,-0.3
1993-10-01,0.881220253,0.654963526,1.496182748,-1.837088702,-0.2
1994-01-01,1.14064791,0.698465785,1.222136562,-5.186006288,0.0
1994-04-01,0.771762246,1.053671655,1.782502746,5.156097508999999,-0.4
1994-07-01,0.7721436429999999,0.592473769,1.267180998,-2.422158983,-0.2
1994-10-01,1.070148048,1.381106606,2.043704038,6.323518979,-0.4
1995-01-01,0.264205052,0.948735276,1.025526009,10.11514398,-0.1
1995-04-01,0.8931114090000001,0.227806352,0.337856848,-10.60541172,0.2
1995-07-01,0.912647021,0.889570063,0.900438868,-0.115707274,0.0
1995-10-01,0.700254253,0.575919976,0.874672725,-2.907266861,0.0
1996-01-01,0.923609672,0.9525566329999999,0.6928519459999999,2.559339575,-0.1
1996-04-01,1.079978873,0.9516179109999999,2.111347525,-0.758021122,-0.2
1996-07-01,0.600557985,0.793697379,1.244186797,3.3384395239999995,-0.1
1996-10-01,0.782981223,0.520357459,1.3539689,-3.3384395239999995,0.2
1997-01-01,1.049492533,0.9985855229999999,1.8671469969999999,0.612693383,-0.2
1997-04-01,0.45219855299999995,0.85103564,1.487639219,6.175323221,-0.2
1997-07-01,1.696542639,1.183522219,2.28632066,-7.2279645189999995,-0.1
1997-10-01,1.1806279709999998,1.4232574169999999,2.480913406,5.434565647,-0.2
1998-01-01,1.026936255,2.107530518,1.10343775,19.35335228,0.0
1998-04-01,1.750693993,1.387671329,0.651222385,-4.81709478,-0.2
1998-07-01,1.305969774,1.014644275,0.725519551,-3.129839824,0.1
1998-10-01,1.4588861480000002,0.8089303240000001,1.444216739,-9.149234042,-0.2
1999-01-01,0.9482119109999999,0.891731745,1.103416632,1.887357182,-0.2
1999-04-01,1.4697141459999998,0.24722185300000002,0.985742612,-23.49652903,0.1
1999-07-01,1.129214355,0.667292262,0.902798808,-9.862648347999999,-0.1
1999-10-01,1.457488951,1.460922421,1.755332342,2.358252249,-0.2
2000-01-01,1.511067591,1.950613352,0.996820185,12.2868408,0.0
2000-04-01,0.955088776,1.0317434859999999,1.232938047,1.2800174770000001,0.0
2000-07-01,0.967976475,1.161786679,-0.102252679,2.573902292,-0.1
2000-10-01,0.886297381,0.337253432,-0.20388383300000001,-13.16296208,0.0
2001-01-01,0.421590863,0.8486582579999999,-1.351439108,13.22491995,0.4
2001-04-01,0.256899818,-0.088181483,-1.259544368,-6.890439157,0.2
2001-07-01,0.36381083700000005,2.336789199,-1.441017442,41.66826457,0.5
2001-10-01,1.5163032140000001,-1.244433525,-1.060136752,-56.75209674,0.7
2002-01-01,0.299582571,2.403314188,0.70916406,50.75796205,0.0
2002-04-01,0.508990316,0.505598766,1.5428095659999999,0.878618369,0.1
2002-07-01,0.696672411,-0.12828194099999998,0.594781431,-14.70397426,-0.1
2002-10-01,0.536343065,0.479419266,-0.05776556,1.5873349159999999,0.3
2003-01-01,0.438261691,0.27834026100000003,0.539227892,0.497448336,-0.1
2003-04-01,1.107190856,1.437294453,-0.69876172,7.008916247999999,0.4
2003-07-01,1.463778819,1.625449475,0.607273506,6.184131498999999,-0.2
2003-10-01,0.7733404559999999,0.403538639,1.005991257,-6.892747782000001,-0.4
2004-01-01,0.967685345,0.7265316159999999,0.657928057,-2.961520403,0.1
2004-04-01,0.647606074,0.9805674590000001,0.574617798,8.308856272,-0.2
2004-07-01,0.951171668,0.524501133,0.563300295,-8.993182856,-0.2
2004-10-01,1.020417017,1.2423870609999998,1.3852276319999999,6.2358501660000005,0.0
2005-01-01,0.761725559,-0.968270072,1.39435718,-42.28191228,-0.2
2005-04-01,1.081365878,0.788354672,0.5058636679999999,-18.27592893,-0.2
2005-07-01,0.7718649390000001,0.5113694910000001,-0.503058479,-7.876652292999999,0.0
2005-10-01,0.37591484700000005,0.8219184279999999,0.9336501,20.37236078,-0.1
2006-01-01,1.11522822,2.259044738,0.950578533,37.40653542,-0.2
2006-04-01,0.531005543,0.149878134,0.5963601,-12.34810568,-0.1
2006-07-01,0.582087468,0.284907219,0.335527731,-10.5527614,-0.1
2006-10-01,1.014343893,1.300591618,0.25603400800000004,6.0310008,-0.1
2007-01-01,0.524861836,0.653739931,0.917949565,6.60516929,0.0
2007-04-01,0.33874118700000005,0.19260870300000002,1.195942472,-7.236484517999999,0.2
2007-07-01,0.44391875299999994,0.262387319,0.223569092,-9.006745548,0.1
2007-10-01,0.125055845,0.083929375,0.164246315,2.328872376,0.3
2008-01-01,-0.20652548199999998,0.71926565,-0.42872571,29.83728599,0.1
2008-04-01,0.16783443,2.086937749,-1.412970216,46.43989041,0.5
2008-07-01,-0.7249944620000001,-2.3261186,-3.2634994460000004,-32.53252494,0.5
2008-10-01,-1.2106855840000001,0.6401953420000001,-4.354177411,36.3124049,1.2
2009-01-01,-0.343543699,-0.188888489,-5.750450746,0.9230601970000001,1.4
2009-04-01,-0.45174364100000003,0.708993682,-3.00372447,16.09059408,0.8
2009-07-01,0.604913319,-1.1034318,1.398804194,-24.49229966,0.3
2009-10-01,-0.011150137,-0.132131931,1.544006165,0.8482921990000001,0.1
2010-01-01,0.5348174,0.100949855,1.8800693069999999,-5.543990507999999,0.0
2010-04-01,0.810404062,1.292292588,2.054024788,11.65612884,-0.5
2010-07-01,0.64501881,0.496780984,1.4268367119999998,-0.352086089,0.1
2010-10-01,1.018338739,0.6949522920000001,0.37927209,-3.2733595810000002,-0.2
2011-01-01,0.5004131479999999,1.215715023,0.501740402,14.33860193,-0.3
2011-04-01,0.201419784,-0.15658108,0.21878696,-4.077051314,0.1
2011-07-01,0.43372599,0.52891255,1.011138664,2.722503997,-0.1
2011-10-01,0.335938954,0.060747192,0.851516915,-3.454477125,-0.5
2012-01-01,0.601089953,1.62204885,0.8865181679999999,17.625305100000002,-0.3
2012-04-01,0.16942956399999998,0.766895432,0.629235856,8.9694971,0.0
2012-07-01,0.26416034,-0.050714517,0.07880165900000001,-3.049221775,-0.4
2012-10-01,0.278771861,2.591066966,0.633055093,29.04670355,0.1
2013-01-01,0.468612916,-4.265250465,0.677132428,-68.78826698,-0.4
2013-04-01,0.205458025,0.58146541,0.307449609,7.816477285,0.0
2013-07-01,0.466417872,0.583289124,0.234408879,3.49400682,-0.3
2013-10-01,0.8391736670000001,0.214948957,0.79208722,-11.2766145,-0.5
2014-01-01,0.47345117700000006,1.1036948659999999,0.547091665,13.52020248,0.0
2014-04-01,0.933756976,1.293904923,1.338010744,8.244047697000001,-0.6
2014-07-01,0.916871775,0.998533963,0.6235273139999999,2.461952556,-0.2
2014-10-01,1.125332501,1.046418013,0.903554275,-1.5130502209999999,-0.3
2015-01-01,0.596240045,0.49040680200000003,-0.467108784,-0.758400168,-0.2
2015-04-01,0.7081438870000001,0.954959489,-0.697021615,5.023917728,-0.1
2015-07-01,0.664969559,0.8016626729999999,0.380606103,3.1809297639999996,-0.3
2015-10-01,0.561679779,0.740062599,-0.8455463759999999,3.482786015,0.0
2016-01-01,0.404682163,0.5190254,-0.41793048,2.236534053,0.0
2016-04-01,1.047707406,0.723720782,-0.203318828,-2.721501056,-0.1
2016-07-01,0.729597795,0.6447008089999999,0.47491844,-0.572857926,0.0
